Item Status,Item,Cert Number,Grade,Issuer Grade,Autograph Grade,Year,Set,Card Number,Subject,Variety,Serial,My Cost,PSA Estimate,Gain/Loss,My Value,Date Acquired,Source,My Notes,Vault Status,Vaulted Date,Days Vaulted,Listing Status,Listing Date,Listing Price,Sold Status,Sold On,Sold Date,Sold Price,Sold Fees,Sold Proceeds,Payment Date
Active,2024-25 TOPPS CHROME DELUXE EDITION MANCHESTER UNITED SPEAK OF THE DEVIL AUTOGRAPHS #SD-ZI ZLATAN IBRAHIMOVIC ORANGE REFRACTOR 7/25,1.26E+08,PSA,9,-,2024-25,TOPPS CHROME DELUXE EDITION MANCHESTER UNITED SPEAK OF THE DEVIL AUTOGRAPHS,SD-ZI,ZLATAN IBRAHIMOVIC ORANGE REFRACTOR,,25-Jul,-,-,-,-,-,-,-,Unvaulted,1/2/2026,73,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI ABSOLUTE KABOOM! HORIZONTAL #2 CJ STROUD,1.16E+08,PSA,10,-,2024,PANINI ABSOLUTE KABOOM! HORIZONTAL,2,CJ STROUD -,,-,825,705.91,-119.09,-,1/17/2026,eBay,-,Unvaulted,8/30/2025,59,-,-,-,-,-,-,-,-,-,-
Active,2004 FINEST #122 YAO MING JERSEY-REFRACTOR 117/179,98037939,PSA,10,-,2004,FINEST,122,YAO MING JERSEY-REFRACTOR,,117/179,-,186.18,-,-,-,-,-,Vaulted,1/16/2026,59,Fixed Price,2/12/2026,349,-,eBay,-,-,-,-,-
Active,2024 PANINI FLAWLESS #186 ANTHONY DAVIS GOLD 5/5,1.37E+08,PSA,9,-,2024,PANINI FLAWLESS,186,ANTHONY DAVIS GOLD,,5-May,115.5,-,-,-,2/16/2026,eBay,-,Vaulted,-,-,Fixed Price,2/16/2026,499,-,eBay,-,-,-,-,-
Active,2003 TOPPS CHROME #111 LeBRON JAMES,42496220,PSA,9,-,2003,TOPPS CHROME,111,LeBRON JAMES -,,-,1950,2104.89,154.88999999999987,-,########,eBay,-,Vaulted,8/30/2025,115,Fixed Price,2/17/2026,2999,-,eBay,-,-,-,-,-
Active,2020 PANINI DONRUSS OPTIC #151 ANTHONY EDWARDS PURPLE,94285580,PSA,10,-,2020,PANINI DONRUSS OPTIC,151,ANTHONY EDWARDS PURPLE,,-,-,166.75,-,-,-,-,-,Vaulted,2/16/2026,28,Fixed Price,2/17/2026,499,-,eBay,-,-,-,-,-
Active,2019-20 Crown Royale #10 Ja Morant Kaboom!,0012137166,BGS,9.5,-,2019-20,Crown Royale,10,Ja Morant Kaboom!,,-,-,-,-,-,-,-,-,Vaulted,2/15/2026,29,Fixed Price,2/17/2026,3999,-,eBay,-,-,-,-,-
Active,2003 TOPPS CHROME #115 DWYANE WADE REFRACTOR,90992366,PSA,9,-,2003,TOPPS CHROME,115,DWYANE WADE REFRACTOR,,-,-,333.4,-,-,-,-,-,Vaulted,2/2/2026,42,Fixed Price,2/17/2026,899,-,eBay,-,-,-,-,-
Active,2002-03 Topps Pristine #53 Yao Ming Refractors,0002452954,BGS,9,-,2002-03,Topps Pristine,53,Yao Ming Refractors,,-,-,-,-,-,-,-,-,Vaulted,1/22/2026,54,Fixed Price,2/17/2026,699,-,eBay,-,-,-,-,-
Active,1996-97 Topps Chrome #138 Kobe Bryant,0001060755,BGS,9.5,-,1996-97,Topps Chrome,138,Kobe Bryant -,,-,-,-,-,-,-,-,-,Vaulted,1/13/2026,62,Fixed Price,2/17/2026,5299,-,eBay,-,-,-,-,-
Active,2017 PANINI STATUS FRESHMAN SIGNATURES #JTG JAYSON TATUM,92706667,PSA,9,-,2017,PANINI STATUS FRESHMAN SIGNATURES JTG JAYSON TATUM -,,,,-,-,363.2,-,-,-,-,-,Vaulted,1/8/2026,67,Fixed Price,2/14/2026,499,-,eBay,-,-,-,-,-
Active,2018 PANINI PRIZM #280 LUKA DONCIC CHOICE PRIZM-BLUE/YELLOW/GREEN,62729773,PSA,10,-,2018,PANINI PRIZM,280,LUKA DONCIC CHOICE PRIZM-BLUE/YELLOW/GREEN,,-,-,2046.53,-,-,-,-,-,Vaulted,2/20/2026,25,Fixed Price,2/22/2026,3499,-,eBay,-,-,-,-,-
Active,2003 TOPPS CHROME #115 DWYANE WADE REFRACTOR,71367395,PSA,9,-,2003,TOPPS CHROME,115,DWYANE WADE REFRACTOR,,-,-,333.4,-,-,-,-,-,Vaulted,2/10/2026,34,Fixed Price,2/25/2026,999,-,eBay,-,-,-,-,-
Active,2011-12 Exquisite Collection UD Black #BMJ Michael Jordan Autographs,0010170347,BGS,9,-,2011-12,Exquisite Collection UD Black BMJ Michael Jordan Autographs,,,,-,-,-,-,-,-,-,-,Vaulted,11/2/2025,134,Fixed Price,2/15/2026,11999,-,eBay,-,-,-,-,-
Active,1996 TOPPS NBA STARS #124 MICHAEL JORDAN FINEST,1.19E+08,PSA,10,-,1996,TOPPS NBA STARS,124,MICHAEL JORDAN FINEST,,-,-,606.98,-,-,-,-,-,Returning,2/16/2026,28,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI PRIZM #37 ANTHONY EDWARDS TIGER STRIPES CHOICE,68542169,PSA,10,-,2021,PANINI PRIZM,37,ANTHONY EDWARDS TIGER STRIPES CHOICE,,-,-,2131.37,-,-,-,-,-,Returning,2/20/2026,25,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045159,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,1x 2025 Topps Ace Bailey #NS-AB Autographed | Ineligible,VIH00000046761,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024 Panini - Absolute Jared Goff #3,VIH00000046153,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,Tyrese Maxey | /75,VIH00000045790,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045213,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME |  1x 2024 Panini Kaboom! Patrick Mahomes II No.1,VIH00000045227,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 4x Raw Cards,VIH00000046713,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,2020-21 PANINI FLAWLESS BASKETBALL NO. DG-AEW ANTHONY EDWARDS DRAFT GEM 15/15 | TIMBERWOLVES- AUTOGRAPH WITH CERT. OF AUTHENTICITY BY PANINI AMERICA INC.,VIH00000046374,VIH,,,,,,,,,,,,,,,,Unvaulted,2/17/2026,28,-,-,-,-,-,-,-,-,-,-
Active,1x 2023 Panini Flawless Jalen Hurts No. 53 | 2/2,VIH00000045809,VIH,,,,,,,,,,,,,,,,Unvaulted,2/5/2026,40,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045211,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,No. PC27 Cameron Thomas - Brooklyn Nets | 2021-22 Panini Instant Basketball,VIH00000042189,VIH,,,,,,,,,,,,,,,,Unvaulted,########,118,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024-25 Panini Revolution Shai Gilgeous-Alexander #10,VIH00000046134,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2019-20 Panini Immaculate Stephen Curry #SC-SCY,VIH00000046150,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
Active,2003 FLEER TRADITION #230 YAO MING,1.3E+08,PSA,10,-,2003,FLEER TRADITION,230,YAO MING -,,-,-,20.28,-,-,-,-,-,Vaulted,1/21/2026,54,Fixed Price,2/25/2026,49.99,-,eBay,-,-,-,-,-
Active,1999 TOPPS HIGHLIGHT REELS #HR4 KOBE BRYANT,48309518,PSA,9,-,1999,TOPPS HIGHLIGHT REELS HR4 KOBE BRYANT -,,,,-,-,150.23,-,-,-,-,-,Vaulted,2/20/2026,25,Fixed Price,2/25/2026,149.99,-,eBay,-,-,-,-,-
Active,2003 TOPPS #221 LeBRON JAMES,1.21E+08,PSA,9,-,2003,TOPPS,221,LeBRON JAMES -,,-,-,578.42,-,-,-,-,-,Vaulted,1/29/2026,46,Fixed Price,2/17/2026,999,-,eBay,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Chrome Activators #AC-14 Kon Knueppel RC (#04/50),VIH00000046334,VIH,,,,,,,,,,,,,,,,Unvaulted,2/19/2026,26,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Sports Card,VIH00000046379,VIH,,,,,,,,,,,,,,,,Unvaulted,2/19/2026,26,-,-,-,-,-,-,-,-,-,-
Active,1996 TOPPS #138 KOBE BRYANT,1.26E+08,PSA,10,-,1996,TOPPS,138,KOBE BRYANT -,,-,-,1404.46,-,-,-,-,-,Vaulted,1/9/2026,67,Fixed Price,2/25/2026,1999,-,eBay,-,-,-,-,-
Active,2018 Panini Flawless Collegiate Dual Patch Autographs #49 Patrick Mahomes II Emerald,0011319848,BGS,8.5,-,2018,Panini Flawless Collegiate Dual Patch Autographs,49,Patrick Mahomes II Emerald,,-,1825,-,-,-,3/2/2026,eBay,-,Vaulted,-,-,Fixed Price,3/4/2026,7499,-,eBay,-,-,-,-,-
Active,2023 PANINI SELECT #51 LUKA DONCIC TIGER PRIZM,1.29E+08,PSA,10,-,2023,PANINI SELECT,51,LUKA DONCIC TIGER PRIZM,,-,-,346.09,-,-,-,-,-,Vaulted,3/3/2026,13,Fixed Price,3/4/2026,499,-,eBay,-,-,-,-,-
Active,2006 TOPPS CHROME #67 LeBRON JAMES REFRACTOR,58597126,PSA,9,-,2006,TOPPS CHROME,67,LeBRON JAMES REFRACTOR,,-,-,910.13,-,-,-,-,-,Vaulted,2/25/2026,19,Fixed Price,3/4/2026,1299,-,eBay,-,-,-,-,-
Active,2023 PANINI CROWN ROYALE KABOOM! #10 YAO MING,1.47E+08,PSA,7,-,2023,PANINI CROWN ROYALE KABOOM!,10,YAO MING -,,-,-,618.95,-,-,-,-,-,Returning,3/5/2026,11,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000046319,VIH,,,,,,,,,,,,,,,,Unvaulted,2/19/2026,26,-,-,-,-,-,-,-,-,-,-
Active,1996 TOPPS CHROME #171 ALLEN IVERSON,05124914,PSA,10,-,1996,TOPPS CHROME,171,ALLEN IVERSON -,,-,-,728,-,-,-,-,-,Vaulted,2/1/2026,43,Fixed Price,2/8/2026,1199,-,eBay,-,-,-,-,-
Active,2020 PANINI DONRUSS OPTIC #151 ANTHONY EDWARDS BLACK VELOCITY,63204195,PSA,10,-,2020,PANINI DONRUSS OPTIC,151,ANTHONY EDWARDS BLACK VELOCITY,,-,-,4383.4,-,-,-,-,-,Vaulted,3/6/2026,10,Fixed Price,3/7/2026,9999,-,eBay,-,-,-,-,-
Active,1997-98 Bowman's Best #60 Michael Jordan Refractors,0018281731,BGS,9,-,1997-98,Bowman's Best,60,Michael Jordan Refractors,,-,-,-,-,-,-,-,-,Vaulted,3/8/2026,9,Fixed Price,3/9/2026,1799,-,eBay,-,-,-,-,-
Active,2004 SP Game Used Edition Significance #LJ LeBron James,0003981643,BGS,9,-,2004,SP Game Used Edition Significance LJ LeBron James -,,,,-,7500,-,-,7500,-,-,-,Vaulted,11/5/2025,132,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI PRIZM #184 SHAI GILGEOUS-ALEXANDER RED/WHITE/BLUE PRIZM,1.18E+08,PSA,10,-,2018,PANINI PRIZM,184,SHAI GILGEOUS-ALEXANDER RED/WHITE/BLUE PRIZM,,-,-,418.37,-,-,-,-,-,Vaulted,2/20/2026,25,Fixed Price,2/27/2026,899,-,eBay,-,-,-,-,-
Active,2012-13 EXQUISITE COLLECTION #MJ MICHAEL JORDAN/75 UD BLACK AUTOGRAPHS,0012343198,BGS,9.5,-,2012-13,EXQUISITE COLLECTION MJ MICHAEL JORDAN/75 UD BLACK AUTOGRAPHS,,,,-,-,-,-,-,-,-,-,Vaulted,########,89,Fixed Price,3/11/2026,12999,-,eBay,-,-,-,-,-
Active,2024 PANINI ABSOLUTE KABOOM! HORIZONTAL #2 CJ STROUD,1.05E+08,PSA,10,-,2024,PANINI ABSOLUTE KABOOM! HORIZONTAL,2,CJ STROUD -,,-,-,705.91,-,-,-,-,-,Vaulted,2/10/2026,34,Fixed Price,2/11/2026,798,-,eBay,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2026 Topps Chrome All Star #28 Nikola Jokic (#04/10),VIH00000047049,VIH,,,,,,,,,,,,,,,,Returning,3/16/2026,0,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI PRIZM INSTANT IMPACT #3 VICTOR WEMBANYAMA SILVER PRIZM,92726204,PSA,10,-,2023,PANINI PRIZM INSTANT IMPACT,3,VICTOR WEMBANYAMA SILVER PRIZM,,-,-,83.58,-,-,-,-,-,Vaulted,########,111,Fixed Price,2/15/2026,105,-,eBay,-,-,-,-,-
Active,2025 BOWMAN CHROME PROSPECT AUTOGRAPHS #CPAJM JESUS MADE HTA CHOICE REFRACTOR 148/150,1.26E+08,PSA,9,-,2025,BOWMAN CHROME PROSPECT AUTOGRAPHS CPAJM JESUS MADE HTA CHOICE REFRACTOR,,,,148/150,-,-,-,-,-,-,-,Vaulted,3/12/2026,5,Fixed Price,3/15/2026,999,-,eBay,-,-,-,-,-
Active,2018 PANINI DONRUSS OPTIC #162 SHAI GILGEOUS-ALEXANDER BLUE VELOCITY,1.03E+08,PSA,10,-,2018,PANINI DONRUSS OPTIC,162,SHAI GILGEOUS-ALEXANDER BLUE VELOCITY,,-,-,371.33,-,-,-,-,-,Vaulted,2/21/2026,24,Fixed Price,3/4/2026,499,-,eBay,-,-,-,-,-
Active,2020 PANINI PRIZM #256 TYRESE MAXEY RED/WHITE/BLUE PRIZM,69670819,PSA,10,-,2020,PANINI PRIZM,256,TYRESE MAXEY RED/WHITE/BLUE PRIZM,,-,-,163.3,-,-,-,-,-,To Vault,-,-,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI IMPECCABLE #121 SHAI GILGEOUS-ALEXANDER JERSEY AUTOGRAPH 29/99,93668170,PSA,9,-,2018,PANINI IMPECCABLE,121,SHAI GILGEOUS-ALEXANDER JERSEY AUTOGRAPH,,29/99,-,3187.9,-,-,-,-,-,Vaulted,11/4/2025,132,Fixed Price,1/2/2026,5299,-,eBay,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | Raw James Wood card",VIH00000047396,VIH,,,,,,,,,,,,,,,,Unvaulted,3/2/2026,15,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI SPECTRA #30 STEPHEN CURRY UNIVERSAL DIE-CUT 3/8,72330659,PSA,10,-,2021,PANINI SPECTRA,30,STEPHEN CURRY UNIVERSAL DIE-CUT,,8-Mar,1611.19,-,-,-,########,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 TOPPS CHROME UFC #141 SHARA MAGOMEDOV PURPLE REFRACTOR,93983875,PSA,9,9,2024,TOPPS CHROME UFC,141,SHARA MAGOMEDOV PURPLE REFRACTOR,,-,-,13.26,-,-,-,-,-,Unvaulted,11/4/2025,132,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI IMMACULATE COLLECTION THE STANDARD #SGA SHAI GILGEOUS-ALEXANDER 99/99,1.15E+08,PSA,Authentic,-,2018,PANINI IMMACULATE COLLECTION THE STANDARD SGA SHAI GILGEOUS-ALEXANDER -,,,,99/99,-,-,-,-,-,-,-,Unvaulted,11/7/2025,129,-,-,-,-,-,-,-,-,-,-
Active,2019 PANINI INDUSTRY SUMMIT #152 NIKOLA JOKIC 2015 NATIONAL TREASURES AUTOGRAPH 1/1 1/1,1.19E+08,PSA,9,10,2019,PANINI INDUSTRY SUMMIT,152,NIKOLA JOKIC 2015 NATIONAL TREASURES AUTOGRAPH 1/1,,1-Jan,-,-,-,-,-,-,-,Unvaulted,11/9/2025,127,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | No. HM-AI Allen Iverson Hoops Hot Materials 2004 Fleer/ Skybox International,VIH00000042,VIH,,,,,,,,,,,,,,,,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | 3x Major League Baseball cards (Fernado Tatis Jr, Graham Pauley, Kavares Tears)",vih00000042196,VIH,,,,,,,,,,,,,,,,Returning,########,112,-,-,-,-,-,-,-,-,-,-
Active,2009 UD ULT. Col. #G6J-14 Simms/ Manning/ Bomar/ Aikman/ Romo/ McGee Generation six Jerseys 3/35,6615622,SGC,9,-,2009,UD ULT. Col.,G6J-14,Simms/ Manning/ Bomar/ Aikman/ Romo/ McGee Generation six Jerseys 3/35,,-,-,-,-,-,-,-,-,Vaulted,########,114,Fixed Price,########,449,-,eBay,-,-,-,-,-
Active,2020-21 Panini National Treasures Treasured Threads #TTHLBJ LeBron James,5346256,SGC,10,-,2020-21,Panini National Treasures Treasured Threads TTHLBJ LeBron James -,,,,-,425,-,-,425,-,-,-,Vaulted,########,116,Fixed Price,########,649,-,eBay,-,-,-,-,-
Active,2020 PANINI SELECT PRIME SELECTIONS PRIZM SIGNATURES #PSSJHE JUSTIN HERBERT NEON ORANGE PULSAR 21/25,63675747,PSA,9,10,2020,PANINI SELECT PRIME SELECTIONS PRIZM SIGNATURES PSSJHE JUSTIN HERBERT NEON ORANGE PULSAR,,,,21/25,-,1466.83,-,-,-,-,-,Vaulted,12/4/2025,102,Fixed Price,########,1499,-,eBay,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #RC18 VJ EDGECOMBE PANINI,1.31E+08,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD RC18 VJ EDGECOMBE PANINI,,,,-,-,-,-,-,-,-,-,Vaulted,12/4/2025,102,Fixed Price,########,599,-,eBay,-,-,-,-,-
Active,2017 PANINI DONRUSS OPTIC COURT KINGS #5 LeBRON JAMES BLUE,49286014,PSA,9,-,2017,PANINI DONRUSS OPTIC COURT KINGS,5,LeBRON JAMES BLUE,,-,-,136.72,-,-,-,-,-,Vaulted,11/7/2025,129,Fixed Price,########,169.99,-,eBay,-,-,-,-,-
Active,2019 TOPPS CHROME FUTURE STARS #FS-1 SHOHEI OHTANI,85496564,PSA,10,-,2019,TOPPS CHROME FUTURE STARS,FS-1,SHOHEI OHTANI -,,-,-,279.47,-,-,-,-,-,Unvaulted,########,122,-,-,-,-,-,-,-,-,-,-
Active,"1x Raw 2013 NHL Panini Titanium Rookie Gear, Alex Galchenyuk, No. RA-AG; Autographed | Ineligible",VIH00000044204,VIH,,,,,,,,,,,,,,,,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2019 PANINI FLAWLESS PREMIUM INK #PISCY STEPHEN CURRY 1/25,1.27E+08,PSA,9,10,2019,PANINI FLAWLESS PREMIUM INK PISCY STEPHEN CURRY -,,,,25-Jan,-,4177.28,-,-,-,-,-,Unvaulted,11/6/2025,130,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2025 Impeccable Kyle Teel No.EJA-KT Autographed,VIH00000042261,VIH,,,,,,,,,,,,,,,,Returning,########,124,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Items, PLEASE SEND HOME | Raw Cards",VIH00000042693,VIH,,,,,,,,,,,,,,,,Returning,########,116,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | Raw Card",VIH00000042694,VIH,,,,,,,,,,,,,,,,Returning,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | All Kings card - Anthony Edwards Minnesota Timberwolves,vih00000043206,VIH,,,,,,,,,,,,,,,,Returning,########,111,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card- 2021 Panini Contenders Optic MAC JONES #RPA-MJO with patch and autograph,VIH00000043719,VIH,,,,,,,,,,,,,,,,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,2018 Panini National Convention Gold VIP Memorabilia 5 #64 Stephen Curry,0015208042,BGS,8,-,2018,Panini National Convention Gold VIP Memorabilia,5,64 Stephen Curry -,,-,399.95,-,-,399.95,-,-,-,Unvaulted,########,117,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 3x raw basketball cards-2024-25 Panini Select #84 ROB DILLINGHAM rookie card- 2024-25 Panini Mosaic RON HOLLAND II #258 & STEPHEN CURRY #15,VIH00000042244,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 8x raw sports cards total- 6x hockey cards and 2x basketball cards,VIH00000042273,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | 1 raw 2025 Topps New School VJ Edgecombe #NS-3 numbered 86/99 and 12 assorted Panini Donruss Optic basketball cards,VIH00000042099,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 5x Raw Cards: Assorted 2024 Panini NBA Hoops (x4) 2023 Bowman U Best of 2022 Jacob Toppin Autograph [#32/50],VIH00000043633,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2021 Panini Legacy Futures No.FP-CH Chuba Hubbard Autographed 07/10,VIH00000042604,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,ineligible item- send home | Raw Card,VIH00000042038,VIH,,,,,,,,,,,,,,,,Unvaulted,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM | Unaccepted raw card from AG,VIH00000043109,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,"PLEASE SEND HOME - UNACCEPTED ITEM | 2x Raw Cards 2017-18 Panini Giannis Antetokounmpo Auto, 2024-25 Panini Giannis Antetokounmpo Auto",VIH00000044895,VIH,,,,,,,,,,,,,,,,Unvaulted,1/3/2026,73,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2021-22 Panini Contenders Jalen Suggs #5 23/25,VIH00000042735,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042856,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item, PLEASE SEND HOME | Raw Card",VIH00000044293,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 6x Raw Cards: Assorted Sports Cards,VIH00000043517,VIH,,,,,,,,,,,,,,,,Unvaulted,12/4/2025,102,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042869,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043287,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024 Panini National Treasures Michael Vick #LL-MVK auto numbered 92/99,VIH00000042097,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw Panini Prizm Black Basketball Cade Cunningham No. 8,VIH00000042403,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042910,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | Bag of raw cards + pack,VIH00000042706,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | No. 34 Chet Holmgren 2022 Panini - Immaculate Collection Collegiate,VIH00000042933,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042866,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini Immaculate Collection Chet Holmgren No.IRL-HOL Autographed 10/15,VIH00000042151,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042892,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 2x raw 2025 Topps with guaranteed autographs basketball cards - KON KNUEPPEL & ANEESAH MORROW and 1x 2025 ungraded cased basketball card with worn memorabilia Topps guaranteed Autograph and worn mem MARK SEARS,VIH00000042271,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024 Topps Finest Zinedine Zidane No.A-ZZ 4/5,VIH00000042163,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini - Spectra Football No. RGH- WSY Will Shipley - Philadelphia Eagles,VIH00000042983,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 5x Raw Cards: 4x 2024 Topps Chrome Baseball Assorted Cards 1x 2023 Topps Five Star Baseball Silver Signatures #SS-RH Rhys Hoskins,VIH00000043613,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini Prizm Stephen Curry   | Ineligible item,VIH00000043016,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
