item_status,description,cert_number,issuer,grade,vault_status
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024 Panini National Treasures Michael Vick #LL-MVK auto numbered 92/99,VIH00000042097,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw Panini Prizm Black Basketball Cade Cunningham No. 8,VIH00000042403,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042910,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | Bag of raw cards + pack,VIH00000042706,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | No. 34 Chet Holmgren 2022 Panini - Immaculate Collection Collegiate,VIH00000042933,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042866,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini Immaculate Collection Chet Holmgren No.IRL-HOL Autographed 10/15,VIH00000042151,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042892,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 2x raw 2025 Topps with guaranteed autographs basketball cards - KON KNUEPPEL & ANEESAH MORROW and 1x 2025 ungraded cased basketball card with worn memorabilia Topps guaranteed Autograph and worn mem MARK SEARS,VIH00000042271,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024 Topps Finest Zinedine Zidane No.A-ZZ 4/5,VIH00000042163,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini - Spectra Football No. RGH- WSY Will Shipley - Philadelphia Eagles,VIH00000042983,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 5x Raw Cards: 4x 2024 Topps Chrome Baseball Assorted Cards 1x 2023 Topps Five Star Baseball Silver Signatures #SS-RH Rhys Hoskins,VIH00000043613,VIH,-,Unvaulted
Active,2024-25 Panini Prizm Stephen Curry   | Ineligible item,VIH00000043016,VIH,-,Unvaulted
Active,2024 Panini One Football #100 Ray Davis | Franchise Future Fabric Autographs,VIH00000043187,VIH,-,Unvaulted
Active,INELIGIBLE ITEM | Unaccepted raw card from AG,VIH00000043111,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042914,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024-25 Panini Noir Basketball No. CC-YWB Yuta Watanabe - Memphis Grizzlers,VIH00000043217,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw 2024 Topps Midnight Basketball card- FRANZ WAGNER #HS-FW with autograph,VIH00000042280,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 The National VIP Panini #20 NIKOLA JOKIC autograph guranteed by Panini,VIH00000043100,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini National Treasures Collegiate No. 22 Dak Prescott - Bulldogs,VIH00000042789,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2021 Panin - Select Football No. 23 Justin Jefferson - Minnesota Vikings,VIH00000042193,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1 raw baseball card- 2025 Topps #IFA-CC CORBIN CARROLL certified autograph 02/10 Diamond Icons,VIH00000044680,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | 6x assorted Topps Basketball cards (Mikal Bridges, Toumani Camara, Jalen Brunson, Deandre Ayton, Jrue Holiday, Tracy McGrady)",VIH00000043207,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042895,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | No. 5 Stephen Curry - Golden State Warriors 2024-25 Panini Basketball,VIH00000042339,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042880,VIH,-,Unvaulted
Active,INELLIGIBLE ITEMS - PLEASE SHIP HOME | 2024 Leaf Trading cardTrophy Case No. TC-JD1 Jaden Daniels,VIH00000042987,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE RETURN TO SENDER | 1x Raw Card: 2024 Prizm Black Luka Doncic Blue Shimmer #5,VIH00000044843,VIH,-,Unvaulted
Active,2020-21 Panini Chronicles Gold Tyrese Maxey RPA /25 | Ineligible item,VIH00000042670,VIH,-,Unvaulted
Active,12 x Raw Assorted NFL Cards | Ineligible,VIH00000043603,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024/25 U Bowman Best #PJRA-KKN Kon Knueppel - Duke Prospect Jumbo Relic Autograph,VIH00000042362,VIH,-,Unvaulted
Active,INELIGIBLE ITEM | Unaccepted raw card from AG,VIH00000043116,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2018-19 CROWN ROYALE #J-DN DIRK NOWITZKI,VIH00000043050,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Leaf Trading Cards MILB Top 100 #MA-TY1 Trey Yesavage Autographed Card,VIH00000042329,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE RETURN TO SENDER | 1x Raw Card: 2023-24 Crown Royale Basketball Julius Erving Kaboom! #8,VIH00000044841,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS - PLEASE SEND HOME | x2 Raw Cards: 2019 Panini Prizm LeBron James, 2017-18 Panini Donruss No.5 LeBron James",VIH00000042470,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 Topps Stephen Curry No.DD-6 35/50,VIH00000041690,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball material mem card- 2012-13 Panini Immaculate Collection ANTHONY DAVIS #IC-AB Event worn fabric,VIH00000042745,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x 2021 Panini Flawless Collegiate Trevor Lawrence No.FTS-TL,VIH00000042134,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2024 Topps Midnight Victor Wembanyama,VIH00000042135,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab without brand seal- 2021 Leaf Trading #PA-DS2 DEVONTA SMITH ProSet with auto and gold holographic,VIH00000042741,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 1998 Upper Deck MICHAEL JORDAN #18 Pictures of Excellence MJ Career Collection 84-93""",VIH00000042304,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Sapphire Selecctions SS-2 Shohei Ohtani - Dodgers,VIH00000042792,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card with worn mem- 2024 Topps Chrome Composite Patch Autographs KURT WARNER,VIH00000042253,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | 5 raw assorted baseball cards,VIH00000043019,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini Mosaic No.5 LeBron James,VIH00000042603,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | 2x 2024-25 Immaculate Collection Basketball (No. SPS-RIK Rik Smits, No. IAS-LIL Damian Lillard)",VIH00000042961,VIH,-,Unvaulted
Active,2024-25 Panini One and One Basketball #RJJ-JAR Jared McCain | Patch Autograph Rookie Card 24/25 Encased,VIH00000043359,VIH,-,Unvaulted
Active,2022-23 PANINI CONTENDERS #VT-PBC PAUL PIERCE | VETERAN TICKET WITH GUARANTEED AUTOGRAPH,VIH00000042973,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x ungraded slab without Topps/Bowman seal- there is blue tape covering seal area- 2024- 2025 Topps KON KNUEPPEL #PAA-KK Arrow Autograph card DUKE orange & purple glitter background,VIH00000041859,VIH,-,Unvaulted
Active,2024-25 Panini One and One Basketball #TOS-CAD Cade Cunningham | Autograph 57/99 Encased,VIH00000043114,VIH,-,Unvaulted
Active,No. SS-JJJ Jaren Jackson Jr. - Michigan State | 2022 Panini - Flawless Collegiate,VIH00000042884,VIH,-,Unvaulted
Active,2019-20 Panini Crown Royale Basketball #132 Tyler Herro | 1 of 1 Black Box 2022 Patch Autograph Encased,VIH00000042913,VIH,-,Unvaulted
Active,2024-25 Panini Flawless Basketball #FVM-PAU Pau Gasol | Vault Memorabilia 5/6 Encased,VIH00000043108,VIH,-,Unvaulted
Active,2024-25 Panini Flawless Basketball Sealed Card | #156 LeBron James 4/10,VIH00000043371,VIH,-,Unvaulted
Active,ENCASED CARD 2022-23 PANINI FLAWLESS | ALL NBA INK NO.ALL-NKJ NIKOLA JOKIC AUTOGRAPHED CARD,VIH00000045315,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw 2024 Topps Midnight Basketball card- FRANZ WAGNER #HS-FW with autograph,VIH00000042280,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 The National VIP Panini #20 NIKOLA JOKIC autograph guranteed by Panini,VIH00000043100,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini National Treasures Collegiate No. 22 Dak Prescott - Bulldogs,VIH00000042789,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2021 Panin - Select Football No. 23 Justin Jefferson - Minnesota Vikings,VIH00000042193,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1 raw baseball card- 2025 Topps #IFA-CC CORBIN CARROLL certified autograph 02/10 Diamond Icons,VIH00000044680,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | 6x assorted Topps Basketball cards (Mikal Bridges, Toumani Camara, Jalen Brunson, Deandre Ayton, Jrue Holiday, Tracy McGrady)",VIH00000043207,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042895,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | No. 5 Stephen Curry - Golden State Warriors 2024-25 Panini Basketball,VIH00000042339,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042880,VIH,-,Unvaulted
Active,12 x Raw Assorted NFL Cards | Ineligible,VIH00000043603,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024/25 U Bowman Best #PJRA-KKN Kon Knueppel - Duke Prospect Jumbo Relic Autograph,VIH00000042362,VIH,-,Unvaulted
Active,INELIGIBLE ITEM | Unaccepted raw card from AG,VIH00000043116,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2018-19 CROWN ROYALE #J-DN DIRK NOWITZKI,VIH00000043050,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Leaf Trading Cards MILB Top 100 #MA-TY1 Trey Yesavage Autographed Card,VIH00000042329,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE RETURN TO SENDER | 1x Raw Card: 2023-24 Crown Royale Basketball Julius Erving Kaboom! #8,VIH00000044841,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS - PLEASE SEND HOME | x2 Raw Cards: 2019 Panini Prizm LeBron James, 2017-18 Panini Donruss No.5 LeBron James",VIH00000042470,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2025 Topps Stephen Curry No.DD-6 35/50,VIH00000041690,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 1998 Upper Deck MICHAEL JORDAN #18 Pictures of Excellence MJ Career Collection 84-93""",VIH00000042304,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball material mem card- 2012-13 Panini Immaculate Collection ANTHONY DAVIS #IC-AB Event worn fabric,VIH00000042745,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x 2021 Panini Flawless Collegiate Trevor Lawrence No.FTS-TL,VIH00000042134,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2024 Topps Midnight Victor Wembanyama,VIH00000042135,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab without brand seal- 2021 Leaf Trading #PA-DS2 DEVONTA SMITH ProSet with auto and gold holographic,VIH00000042741,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | 5 raw assorted baseball cards,VIH00000043019,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini Mosaic No.5 LeBron James,VIH00000042603,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEMS - PLEASE SHIP HOME | 2x 2024-25 Immaculate Collection Basketball (No. SPS-RIK Rik Smits, No. IAS-LIL Damian Lillard)",VIH00000042961,VIH,-,Unvaulted
Active,INELLIGIBLE ITEMS - PLEASE SHIP HOME | 2024 Leaf Trading cardTrophy Case No. TC-JD1 Jaden Daniels,VIH00000042987,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE RETURN TO SENDER | 1x Raw Card: 2024 Prizm Black Luka Doncic Blue Shimmer #5,VIH00000044843,VIH,-,Unvaulted
Active,2020-21 Panini Chronicles Gold Tyrese Maxey RPA /25 | Ineligible item,VIH00000042670,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Sapphire Selecctions SS-2 Shohei Ohtani - Dodgers,VIH00000042792,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card with worn mem- 2024 Topps Chrome Composite Patch Autographs KURT WARNER,VIH00000042253,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024 Panini National Treasures Michael Vick #LL-MVK auto numbered 92/99,VIH00000042097,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw Panini Prizm Black Basketball Cade Cunningham No. 8,VIH00000042403,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042910,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | Bag of raw cards + pack,VIH00000042706,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | No. 34 Chet Holmgren 2022 Panini - Immaculate Collection Collegiate,VIH00000042933,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042866,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024-25 Panini Immaculate Collection Chet Holmgren No.IRL-HOL Autographed 10/15,VIH00000042151,VIH,-,Unvaulted
Active,PLEASE SEND HOME - UNACCEPTED ITEM | vih00000045228,VIH00000045228,VIH,-,To Vault
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x ungraded slab without Topps/Bowman seal- there is blue tape covering seal area- 2024- 2025 Topps KON KNUEPPEL #PAA-KK Arrow Autograph card DUKE orange & purple glitter background,VIH00000041859,VIH,-,Unvaulted
Active,2024-25 Panini One and One Basketball #TOS-CAD Cade Cunningham | Autograph 57/99 Encased,VIH00000043114,VIH,-,Unvaulted
Active,No. SS-JJJ Jaren Jackson Jr. - Michigan State | 2022 Panini - Flawless Collegiate,VIH00000042884,VIH,-,Unvaulted
Active,2019-20 Panini Crown Royale Basketball #132 Tyler Herro | 1 of 1 Black Box 2022 Patch Autograph Encased,VIH00000042913,VIH,-,Unvaulted
Active,2024-25 Panini One and One Basketball #RJJ-JAR Jared McCain | Patch Autograph Rookie Card 24/25 Encased,VIH00000043359,VIH,-,Unvaulted
Active,2022-23 PANINI CONTENDERS #VT-PBC PAUL PIERCE | VETERAN TICKET WITH GUARANTEED AUTOGRAPH,VIH00000042973,VIH,-,Unvaulted
Active,ENCASED CARD 2022-23 PANINI FLAWLESS | ALL NBA INK NO.ALL-NKJ NIKOLA JOKIC AUTOGRAPHED CARD,VIH00000045315,VIH,-,Unvaulted
Active,2021-22 Panini One And One Alperen Sengun | Encased Jersey Autograph - RJ-ASG,VIH00000045399,VIH,-,Unvaulted
Active,Panini Flawless Luka Doncic | 2020-21,VIH00000044946,VIH,-,Unvaulted
Active,2023 TOPPS DYNASTY #DAPB-VGJ1 VLADIMIR GUERRERO JR. | DYNASTIC DATA AUTOGRAPH/GAME-USED MEMORABILIA,VIH00000045324,VIH,-,Unvaulted
Active,2023-24 Panini - National Treasures Basketball Charles Barkley #ALL-CBK | Encased Ungraded Panini Sealed,VIH00000043081,VIH,-,Unvaulted
Active,No. 204 Tyrese Maxey - Philadephia 76ers | 2020-21 Panini - Spectra Basketball,VIH00000042934,VIH,-,Unvaulted
Active,2024-25 Panini Flawless Basketball #FVM-PAU Pau Gasol | Vault Memorabilia 5/6 Encased,VIH00000043108,VIH,-,Unvaulted
Active,2024-25 Panini Flawless Basketball Sealed Card | #156 LeBron James 4/10,VIH00000043371,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042855,VIH,-,Unvaulted
Active,2018-19 National Treasures Peerless Signatures #6 Kobe Bryant,0019064569,BGS,9,Returning
Active,2001 TOPPS CHROME FAST & FURIOUS #FF05 MICHAEL JORDAN REFRACTOR,27073681,PSA,9,Returning
Active,2025 TOPPS CHROME NEXT STOP SIGNATURES #NS-CF COOPER FLAGG PURPLE GEOMETRIC 68/75,143000000,PSA,9,Returning
Active,2018 PANINI PRIZM #184 SHAI GILGEOUS-ALEXANDER RED/WHITE/BLUE PRIZM,49024194,PSA,10,Vaulted
Active,Raw Card | Send Home,VIH00000047296,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2024-25 Panini Revolution Basketball #12 Jayson Tatum Kaboom!,VIH00000046327,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x Beckett raw card Review NBA - 2007-2008 Chronology KEVIN DURANT with signature on front Card Grade 9 & AUTO Grade is 9,VIH00000045241,VIH,-,Unvaulted
Active,2002 TOPPS CHROME #146 YAO MING CHINESE,60997646,PSA,10,Vaulted
Active,"2018-19 Panini Spectra #17 Luka Doncic Rising Stars Signatures,  Neon Pink,  10/25",0013581734,BGS,8.5,Vaulted
Active,2009 UPPER DECK DRAFT EDITION ALMA MATER #AM-LJ LeBRON JAMES AUTOGRAPH 22/23,136000000,PSA,Authentic,Vaulted
Active,2024 PANINI REVOLUTION KABOOM! HORIZONTAL #4 TYRESE MAXEY,146000000,PSA,9,Vaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000046314,VIH,-,Unvaulted
Active,2018 PANINI CONTENDERS ROOKIE TICKET SWATCHES #RTSGA SHAI GILGEOUS-ALEXANDER,119000000,PSA,Authentic,Unvaulted
Active,"2021-22 National Treasures #14 Cade Cunningham Rookie Materials,  Super Prime",0014650899,BGS,8.5,To Vault
Active,2003 TOPPS CHROME #111 LeBRON JAMES,67423740,PSA,10,Vaulted
Active,2018 PANINI DONRUSS OPTIC #162 SHAI GILGEOUS-ALEXANDER HYPER PINK,88584359,PSA,10,Vaulted
Active,2021 PANINI CROWN ROYALE KABOOM! #21 CADE CUNNINGHAM,144000000,PSA,7,To Vault
Active,2024 PANINI REVOLUTION KABOOM! VERTICAL #11 TRAE YOUNG,147000000,PSA,8,Unvaulted
Active,2020 PANINI FLUX ATMOSPHERE #84 TYRESE MAXEY MESOSPHERE,95729568,PSA,10,To Vault
Active,2023 PANINI SELECT #87 VICTOR WEMBANYAMA TECTONIC,94183375,PSA,10,To Vault
Active,2018 PANINI CHRONICLES #493 SHAI GILGEOUS-ALEXANDER 2/99,93957395,PSA,8,To Vault
Active,2023 PANINI SELECT NEON ICON #13 VICTOR WEMBANYAMA GREEN PRIZM,93108381,PSA,10,To Vault
Active,2023 PANINI SELECT #311 VICTOR WEMBANYAMA BLUE PRIZM,93648298,PSA,10,To Vault
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps B Chrome #BCP-50 Jesus Made (#144/150),VIH00000047037,VIH,-,Returning
Active,2024 PANINI NATIONAL TREASURES ROOKIE MATERIALS AUTOGRAPHS DUAL #MCC JARED McCAIN 42/99,145000000,PSA,10,Vaulted
Active,2023 PANINI SELECT #121 VICTOR WEMBANYAMA GREEN/WHITE/PURPLE PRIZM,93859219,PSA,10,To Vault
Active,2018 TOPPS SILVER PACK 1983 CHROME PROMO #51 SHOHEI OHTANI 83t-6 BGS 9 - 2018 TOPPS SILVER PACK 1983 CHROME PROMO 51 SHOHEI OHTANI - - - 81.46 - - - - - Unvaulted - - - - - - - - - - - -,,,-,Unvaulted
Active,2024 TOPPS CHROME UFC #141 SHARA MAGOMEDOV SEPIA REFRACTOR,93983881,PSA,10,Unvaulted
Active,2018 PANINI CONTENDERS ROOKIE TICKET SWATCHES #RTSGA SHAI GILGEOUS-ALEXANDER,111000000,PSA,Authentic,Unvaulted
Active,2009 PLAYOFF NATIONAL TREASURES COLOSSAL #10 STEPHEN CURRY MATERIAL JERSEY # SIGNATURE 17/49,115000000,PSA,Authentic,Unvaulted
Active,2019 PANINI NATIONAL TREASURES #32 SHAI GILGEOUS-ALEXANDER BRONZE 40/49,106000000,PSA,Authentic,Unvaulted
Active,2015 PANINI PRIZM #335 NIKOLA JOKIC RED/WHITE/BLUE PRIZM,99656103,PSA,Authentic,Unvaulted
Active,2023 PANINI PHOENIX PHOENIX AUTOGRAPHS #PAPAO PAOLO BANCHERO,126000000,PSA,8,Unvaulted
Active,2018 PANINI SELECT #7 SHAI GILGEOUS-ALEXANDER ZEBRA PRIZM,94975522,PSA,10,Vaulted
Active,Ineligible Item - Please Send Home | 1x Raw Card: Panini Prizm Stephen Curry,VIH00000043374,VIH,-,Unvaulted
Active,2020 PANINI DONRUSS OPTIC #171 TYRESE MAXEY AUTOGRAPH,64968526,PSA,9,Vaulted
Active,"Ineligible Items - Please Send Home | 5x Raw Cards: 2021 Panini Immaculate Collection #40 M. Miller Magenta Printing Plate, 2023-24 Panini Donruss Optic #FBS-JOV N. Jovic, 2023-24 Panini Select #XFS-CJM CJ McCollum, 2024 Topps Chrome #TA-MC M. Cheeks, 2024 Leaf Exotic #E-JMM J. McMillan",VIH00000042214,VIH,-,Returning
Active,2003 ULTIMATE COLLECTION #33 YAO MING LIMITED 15/25,101000000,PSA,10,Vaulted
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 1x raw basketball card- 2024 Panini #RC8 BRANDIN PODZIEMSKI & 1x cased slab without a branded seal 2023-24 Panini Phoenix TYRESE HALIBURTON #21,vih00000042272,VIH,-,Returning
Active,2024 PANINI ORIGINS ORIGIN STORIES #4 STEPHEN CURRY GREEN 2/5,136000000,PSA,7,Unvaulted
Active,"Ineligible Items, PLEASE SEND HOME | Stack of Raw High-End Sports Cards",VIH00000042113,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw scratch off and redeem online card- 2025 Donruss WNBA Player:NAPHEESA COLLIER,VIH00000043648,VIH,-,Unvaulted
Active,"Ineligible Items - Please Send Home | 7x Raw Cards - 2023-24 Immaculate Paolo Banchero #IPA-PAO, Gilbert Arenas #CTS-GIL, 2024-25 Immaculate Shawn Kemp #VA-SKP, 2022-23 Immaculate Kevin Garnett #IMS-KGA, Gary Payton #SBS-GPY, 2014-15 Karl Malone #83, 2020-21 Shaquille O'Neal #SNS-SON",VIH00000042583,VIH,-,Unvaulted
Active,Ineligible Item - Send Home | 3x Raw cards,VIH00000042207,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043352,VIH,-,Unvaulted
Active,PLEASE SEND HOME- INELIGIBLE ITEM 1X RAW CARD  | 1x Raw Card 2015 Panini Giannis Antetokounmpo Auto,VIH00000044313,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 4x raw 2025 Topps cards- 2x) DUB NATION #291 Curry/Green, BRANDIN PODZIEMSKI #141 & STEPHEN CURRY #SA-5 Stars of NBA",VIH00000044185,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2015 Panini NBA Hot Signatures #13 Kobe Bryant,VIH00000043632,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football- 2022 Panini Classics #137 RANDALL CUNNINGHAM with autograph,VIH00000042184,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024 Panini Donruss Rated Rookies Jared Verse No.341,VIH00000042600,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Topps Inception Baseball Gameday Gear Autograph Relic Book Card #GGAR-YY Yoshinobu Yamamoto,VIH00000043176,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM - PLEASE SEND HOME | x1 2023 MultiGraphics Leaf Trading Card Octographics: Trentyn Flowers, Tahaad Pettiford, Matas Buzelis, Mackenzie Mgbako, Omaha Biliew, Dylan Harper, Scoot Henderson, Naasir Cunningham",VIH00000042437,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042844,VIH,-,Unvaulted
